,loser_on_court,winner_on_court,winning_ratio
169,0.0,0.0,0.0
170,0.5,0.647058823529,1.0
171,0.6,0.857142857143,0.0
172,0.333333333333,0.2,0.0
173,0.25,0.444444444444,0.0
174,0.4,0.333333333333,0.0
175,0.0,0.529411764706,0.0
176,0.0,0.7,0.0
177,0.25,0.461538461538,0.0
178,0.647058823529,0.0,0.0
179,0.2,0.857142857143,0.0
180,0.333333333333,0.444444444444,0.0
181,0.7,0.529411764706,0.0
182,0.461538461538,0.0,0.0
183,0.444444444444,0.857142857143,0.0
184,0.0,0.529411764706,0.0
185,0.529411764706,0.857142857143,1.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.75,0.5,0.0
219,0.5,0.0,0.0
220,0.666666666667,0.0,0.0
221,0.0,0.75,0.0
222,0.0,0.666666666667,0.0
223,0.0,0.8,0.0
224,0.0,0.75,0.0
225,0.0,1.0,0.0
226,0.0,0.5,0.0
227,0.0,0.5,0.0
228,0.0,0.0,0.0
229,0.5,0.0,0.0
230,0.0,0.5,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.5,0.0,0.0
234,0.0,0.0,0.0
235,0.75,0.666666666667,0.0
236,0.75,0.8,0.0
237,1.0,0.5,0.0
238,0.5,0.0,0.0
239,0.0,0.5,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,0.666666666667,0.8,0.0
243,0.5,0.0,0.0
244,0.5,0.0,0.0
245,0.0,0.8,0.0
246,0.0,0.0,0.0
247,0.0,0.8,0.0
248,0.555555555556,0.625,0.0
249,0.75,0.4,0.0
250,0.6,0.666666666667,0.0
251,0.571428571429,0.3,0.0
252,0.0,0.722222222222,0.0
253,0.5,0.333333333333,0.0
254,0.5,0.555555555556,0.0
255,0.0,0.740740740741,0.0
256,0.826086956522,0.0,0.0
257,0.333333333333,0.333333333333,0.0
258,0.0,0.461538461538,0.0
259,0.0,0.777777777778,0.0
260,0.333333333333,0.68,1.0
261,0.428571428571,0.454545454545,0.0
262,0.666666666667,0.705882352941,0.0
263,0.5,0.833333333333,0.0
264,0.4,0.625,1.0
265,0.666666666667,0.3,0.0
266,0.722222222222,0.333333333333,0.0
267,0.555555555556,0.740740740741,0.0
268,0.0,0.333333333333,0.0
269,0.777777777778,0.461538461538,0.0
270,0.454545454545,0.68,0.0
271,0.705882352941,0.833333333333,1.0
272,0.625,0.3,0.0
273,0.333333333333,0.740740740741,0.0
274,0.333333333333,0.461538461538,0.0
275,0.68,0.833333333333,0.0
276,0.3,0.740740740741,0.0
277,0.833333333333,0.461538461538,0.0
278,0.461538461538,0.740740740741,0.0
279,0.333333333333,0.702702702703,1.0
280,0.0,0.56,0.0
281,0.533333333333,0.620689655172,0.0
282,0.52380952381,0.368421052632,0.0
283,0.0,0.65,0.0
284,0.526315789474,0.466666666667,0.0
285,0.727272727273,0.421052631579,0.0
286,0.69696969697,0.545454545455,0.0
287,0.612903225806,0.388888888889,0.0
288,0.5,0.363636363636,0.0
289,0.0,0.2,0.0
290,0.470588235294,0.666666666667,0.0
291,0.575757575758,0.571428571429,0.0
292,0.333333333333,0.0,0.0
293,0.608695652174,0.5,0.0
294,0.454545454545,0.829268292683,0.0
295,0.702702702703,0.56,0.0
296,0.620689655172,0.368421052632,0.0
297,0.65,0.466666666667,0.0
298,0.545454545455,0.421052631579,0.0
299,0.363636363636,0.388888888889,1.0
300,0.2,0.666666666667,0.0
301,0.0,0.571428571429,0.0
302,0.829268292683,0.5,0.0
303,0.56,0.368421052632,0.0
304,0.466666666667,0.421052631579,0.0
305,0.666666666667,0.388888888889,0.0
306,0.5,0.571428571429,1.0
307,0.368421052632,0.421052631579,0.0
308,0.571428571429,0.388888888889,0.0
309,0.421052631579,0.388888888889,0.0
310,0.8,0.666666666667,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,1.0,0.0
314,0.2,0.0,0.0
315,0.0,0.0,0.0
316,0.0,0.0,0.0
317,0.25,0.0,0.0
318,0.5,1.0,0.0
319,0.0,0.666666666667,0.0
320,0.0,0.75,0.5
321,0.0,0.714285714286,0.0
322,0.0,0.0,0.0
323,0.5,0.75,1.0
324,0.333333333333,0.833333333333,0.0
325,0.0,0.75,0.0
326,0.666666666667,0.666666666667,0.0
327,0.0,0.6,0.0
328,0.5,0.333333333333,0.0
329,0.0,0.0,0.0
330,0.0,0.75,0.0
331,0.6,0.0,1.0
332,0.0,0.0,0.0
333,0.333333333333,0.666666666667,0.0
334,0.0,0.666666666667,0.0
335,0.0,0.0,0.0
336,0.0,1.0,0.0
337,0.0,0.8,0.0
338,0.0,0.0,1.0
339,1.0,0.0,0.0
340,0.666666666667,0.75,0.0
341,0.714285714286,0.777777777778,0.5
342,0.0,0.0,0.0
343,0.75,0.833333333333,0.0
344,0.75,0.666666666667,0.0
345,0.0,0.6,0.0
346,0.0,0.333333333333,0.0
347,0.75,0.0,0.0
348,0.0,0.0,0.0
349,0.5,0.666666666667,0.0
350,0.0,0.666666666667,0.0
351,1.0,0.8,0.0
352,0.0,0.0,0.0
353,0.75,0.777777777778,1.0
354,0.0,0.833333333333,0.0
355,0.666666666667,0.6,0.0
356,0.0,0.333333333333,0.0
357,0.0,0.666666666667,0.0
358,0.666666666667,0.8,0.5
359,0.0,0.777777777778,0.0
360,0.6,0.833333333333,0.0
361,0.333333333333,0.666666666667,0.0
362,0.777777777778,0.8,0.0
363,0.666666666667,0.833333333333,1.0
364,0.833333333333,0.8,0.0
365,0.0,0.6,0.0
366,0.0,0.777777777778,0.0
367,0.636363636364,0.7,0.0
368,0.0,0.571428571429,0.0
369,0.166666666667,0.625,0.0
370,0.0,0.0,0.0
371,0.555555555556,0.75,0.0
372,0.25,0.8,0.0
373,0.375,0.444444444444,0.0
374,0.0,0.333333333333,0.0
375,0.5,0.6875,0.0
376,0.666666666667,0.0,0.0
377,0.333333333333,0.846153846154,0.0
378,0.5,0.25,0.0
379,0.0,0.333333333333,0.0
380,0.0,0.5,0.0
381,0.5,0.333333333333,0.0
382,0.6,0.692307692308,0.0
383,0.5,0.75,0.0
384,0.428571428571,0.333333333333,0.0
385,0.142857142857,0.0,0.0
386,0.0,0.0,0.0
387,0.8,0.0,0.0
388,0.0,0.428571428571,0.0
389,0.0,0.705882352941,0.0
390,0.25,0.8,0.0
391,0.571428571429,0.4,0.0
392,0.6875,0.8,0.0
393,0.875,0.538461538462,0.0
394,0.0,0.75,0.0
395,0.571428571429,0.625,0.0
396,0.833333333333,0.25,0.0
397,0.777777777778,0.6,0.0
398,0.7,0.571428571429,0.0
399,0.0,0.625,0.0
400,0.75,0.8,0.0
401,0.333333333333,0.444444444444,0.0
402,0.0,0.6875,0.0
403,0.25,0.846153846154,0.0
404,0.5,0.333333333333,0.0
405,0.692307692308,0.333333333333,1.0
406,0.75,0.333333333333,0.0
407,0.0,0.0,0.0
408,0.428571428571,0.0,0.0
409,0.8,0.705882352941,0.0
410,0.4,0.8,0.0
411,0.75,0.538461538462,0.0
412,0.25,0.625,0.0
413,0.571428571429,0.6,0.0
414,0.625,0.8,0.666666666667
415,0.444444444444,0.6875,0.0
416,0.846153846154,0.333333333333,0.0
417,0.333333333333,0.333333333333,1.0
418,0.0,0.0,0.0
419,0.705882352941,0.8,0.0
420,0.625,0.538461538462,0.0
421,0.6,0.8,0.0
422,0.333333333333,0.6875,0.0
423,0.0,0.333333333333,0.0
424,0.538461538462,0.8,0.0
425,0.6875,0.8,0.0
426,0.333333333333,0.8,0.0
427,0.8,0.8,0.0
428,0.0,0.0,0.0
429,0.375,0.6,0.0
430,0.333333333333,0.666666666667,0.0
431,0.714285714286,0.555555555556,0.0
432,0.0,0.0,0.0
433,0.0,0.0,1.0
434,0.25,0.0,0.0
435,0.0,0.555555555556,0.0
436,0.583333333333,0.4,0.0
437,0.5,0.666666666667,0.0
438,0.818181818182,0.0,0.0
439,0.0,0.727272727273,0.0
440,1.0,0.6,0.0
441,0.285714285714,0.0,0.0
442,0.0,0.5,0.0
443,0.666666666667,0.0,0.0
444,0.0,0.0,0.0
445,0.0,0.666666666667,0.0
446,0.428571428571,0.0,0.0
447,0.333333333333,0.666666666667,0.0
448,0.0,0.823529411765,0.0
449,0.333333333333,0.333333333333,0.0
450,0.625,0.666666666667,0.0
451,0.25,0.555555555556,0.0
452,0.0,0.4,0.0
453,0.6,0.666666666667,0.0
454,0.0,0.555555555556,1.0
455,0.0,0.0,0.0
456,0.75,0.0,0.0
457,0.555555555556,0.4,0.0
458,0.0,0.666666666667,0.0
459,0.727272727273,0.846153846154,0.0
460,0.6,0.0,0.0
461,0.0,0.5,0.0
462,0.0,0.0,0.0
463,0.666666666667,0.666666666667,0.0
464,0.0,0.9,0.0
465,0.666666666667,0.823529411765,1.0
466,0.333333333333,0.666666666667,0.0
467,0.555555555556,0.2,0.0
468,0.4,0.666666666667,0.0
469,0.0,0.555555555556,0.0
470,0.4,0.0,0.0
471,0.846153846154,0.666666666667,0.0
472,0.0,0.5,0.0
473,0.0,0.666666666667,0.0
474,0.823529411765,0.9,0.0
475,0.666666666667,0.2,0.0
476,0.666666666667,0.555555555556,1.0
477,0.666666666667,0.0,0.0
478,0.5,0.666666666667,0.0
479,0.9,0.2,0.0
480,0.0,0.555555555556,0.0
481,0.2,0.666666666667,0.0
482,0.555555555556,0.666666666667,1.0
483,0.285714285714,0.0,0.0
484,0.0,0.125,0.0
485,0.666666666667,0.444444444444,0.0
486,0.444444444444,0.0,1.0
487,0.166666666667,0.0,0.0
488,0.0,0.75,0.0
489,0.0,0.333333333333,0.0
490,0.0,0.0,0.0
491,0.428571428571,0.666666666667,0.0
492,0.0,0.5,0.0
493,0.4,0.0,0.0
494,0.0,0.0,0.0
495,0.0,0.444444444444,0.0
496,0.0,0.0,0.0
497,0.0,0.0,0.0
498,0.166666666667,0.285714285714,0.0
499,0.0,0.4,0.0
500,0.166666666667,0.0,0.0
501,0.333333333333,0.5,0.0
502,0.0,0.0,0.0
503,0.333333333333,0.545454545455,0.0
504,0.666666666667,0.25,0.0
505,0.333333333333,0.0,0.0
506,0.0,0.0,0.0
507,0.0,0.884615384615,0.0
508,0.444444444444,0.125,0.0
509,0.0,0.0,0.0
510,0.75,0.642857142857,0.0
511,0.5,0.333333333333,0.0
512,0.0,0.666666666667,0.0
513,0.0,0.5,0.0
514,0.571428571429,0.0,0.0
515,0.444444444444,0.166666666667,0.0
516,0.0,0.0,1.0
517,0.4,0.285714285714,0.0
518,0.65,0.0,0.0
519,0.5,0.5,0.0
520,0.0,0.545454545455,0.0
521,0.0,0.25,0.0
522,0.0,0.5,0.0
523,0.125,0.884615384615,0.0
524,0.0,0.642857142857,0.0
525,0.333333333333,0.666666666667,0.0
526,0.0,0.5,0.0
527,0.166666666667,0.0,0.0
528,0.0,0.285714285714,0.0
529,0.545454545455,0.5,0.0
530,0.25,0.5,0.0
531,0.642857142857,0.884615384615,0.0
532,0.666666666667,0.5,0.0
533,0.285714285714,0.0,0.0
534,0.5,0.5,0.0
535,0.5,0.884615384615,0.0
536,0.0,0.5,0.0
537,0.5,0.884615384615,0.0
538,0.52,0.0,0.0
539,0.619047619048,0.7,0.0
540,0.5,0.578947368421,0.0
541,0.444444444444,0.526315789474,0.0
542,0.0,0.25,0.0
543,0.470588235294,0.428571428571,1.0
544,0.428571428571,0.0,0.0
545,0.583333333333,0.6,0.0
546,0.416666666667,0.533333333333,0.0
547,0.545454545455,0.285714285714,0.0
548,0.545454545455,0.5,0.0
549,0.333333333333,0.6,0.0
550,0.0,0.0,0.0
551,0.333333333333,0.411764705882,0.0
552,0.454545454545,0.689655172414,1.0
553,0.0,0.384615384615,0.0
554,0.666666666667,0.333333333333,0.0
555,0.5625,0.375,0.0
556,0.4,0.4375,0.0
557,0.5,0.470588235294,0.0
558,0.666666666667,0.742857142857,0.0
559,0.578947368421,0.5,0.0
560,0.0,0.0,0.0
561,0.454545454545,0.222222222222,0.0
562,0.0,0.928571428571,0.0
563,0.7,0.578947368421,0.0
564,0.25,0.526315789474,0.0
565,0.444444444444,0.428571428571,0.0
566,0.0,0.64,0.0
567,0.533333333333,0.6,0.0
568,0.5,0.285714285714,0.0
569,0.6,0.7,0.0
570,0.0,0.636363636364,0.0
571,0.689655172414,0.411764705882,0.0
572,0.333333333333,0.384615384615,0.0
573,0.375,0.5,1.0
574,0.4375,0.678571428571,0.0
575,0.470588235294,0.742857142857,0.0
576,0.5,0.0,0.0
577,0.703703703704,0.222222222222,0.0
578,0.928571428571,0.578947368421,0.5
579,0.428571428571,0.526315789474,0.0
580,0.64,0.6,0.0
581,0.285714285714,0.7,1.0
582,0.636363636364,0.411764705882,0.0
583,0.5,0.384615384615,0.0
584,0.678571428571,0.742857142857,0.0
585,0.222222222222,0.0,0.0
586,0.578947368421,0.526315789474,0.0
587,0.6,0.7,0.5
588,0.384615384615,0.411764705882,0.0
589,0.0,0.742857142857,0.0
590,0.526315789474,0.7,1.0
591,0.411764705882,0.742857142857,0.0
592,0.7,0.742857142857,0.0
593,0.571428571429,0.555555555556,0.0
594,0.2,0.285714285714,0.0
595,0.166666666667,0.333333333333,0.0
596,0.52380952381,0.0,0.0
597,0.0,0.315789473684,0.0
598,0.0,0.5,0.0
599,0.0,0.0,0.0
600,0.0,0.5,0.0
601,0.0,0.0,0.0
602,0.0,0.5,0.0
603,0.0,0.5,0.0
604,0.0,0.0,0.0
605,0.428571428571,0.5,0.0
606,0.0,0.571428571429,0.0
607,0.0,0.142857142857,0.0
608,0.5,0.52380952381,0.0
609,0.555555555556,0.5,0.0
610,0.285714285714,0.571428571429,0.0
611,0.333333333333,0.739130434783,0.0
612,0.0,0.653846153846,0.0
613,0.608695652174,0.315789473684,0.0
614,0.5,0.166666666667,0.0
615,0.25,0.0,0.0
616,0.4375,0.5,0.0
617,0.677419354839,0.0,0.0
618,0.5,0.5,0.0
619,0.5,0.571428571429,0.0
620,0.0,0.846153846154,0.0
621,0.5,0.555555555556,0.0
622,0.571428571429,0.692307692308,0.0
623,0.142857142857,0.428571428571,0.0
624,0.52380952381,0.545454545455,0.0
625,0.5,0.571428571429,0.0
626,0.653846153846,0.739130434783,0.0
627,0.166666666667,0.315789473684,0.0
628,0.0,0.5,0.0
629,0.5,0.0,0.0
630,0.846153846154,0.571428571429,0.0
631,0.555555555556,0.692307692308,0.0
632,0.428571428571,0.545454545455,0.0
633,0.739130434783,0.571428571429,0.0
634,0.315789473684,0.5,0.0
635,0.0,0.571428571429,0.0
636,0.545454545455,0.692307692308,0.0
637,0.571428571429,0.5,0.0
638,0.571428571429,0.692307692308,0.0
639,0.5,0.692307692308,0.0
640,0.0,0.9,0.0
641,0.0,0.0,0.0
642,0.2,0.4,1.0
643,0.4,0.444444444444,0.0
644,0.222222222222,0.578947368421,0.0
645,0.5,0.421052631579,0.0
646,0.583333333333,0.5,0.0
647,0.5,0.583333333333,0.0
648,0.25,0.681818181818,0.0
649,0.428571428571,0.47619047619,0.0
650,0.5,0.767441860465,0.0
651,0.709677419355,0.75,0.0
652,0.0,0.6,0.0
653,0.5,0.590909090909,0.0
654,0.384615384615,0.6,1.0
655,0.766666666667,0.45,0.0
656,0.677419354839,0.25,0.0
657,0.533333333333,0.666666666667,0.0
658,0.666666666667,0.416666666667,0.0
659,0.727272727273,0.588235294118,0.0
660,0.0,0.25,0.0
661,0.285714285714,0.0,0.0
662,0.5,0.333333333333,0.0
663,0.0,0.666666666667,0.0
664,0.333333333333,0.461538461538,0.0
665,0.0,0.444444444444,0.0
666,0.55,0.0,0.0
667,0.454545454545,0.4,1.0
668,0.380952380952,0.142857142857,1.0
669,0.75,0.708333333333,0.0
670,0.0,0.526315789474,0.0
671,0.583333333333,0.533333333333,1.0
672,0.838709677419,0.68,0.0
673,0.461538461538,0.583333333333,0.0
674,0.470588235294,0.434782608696,0.0
675,0.481481481481,0.6,0.0
676,0.421052631579,0.5,0.0
677,0.25,0.375,0.0
678,0.333333333333,0.608695652174,1.0
679,0.272727272727,0.0,0.0
680,0.521739130435,0.651162790698,1.0
681,0.4,0.5,0.0
682,0.166666666667,0.375,0.0
683,0.5,0.45,0.0
684,0.3,0.454545454545,0.0
685,0.571428571429,0.470588235294,0.0
686,0.571428571429,0.478260869565,0.0
687,0.333333333333,0.714285714286,0.0
688,0.4,0.655172413793,0.0
689,0.0,0.470588235294,0.0
690,0.571428571429,0.444444444444,0.0
691,0.0,0.65625,1.0
692,0.0,0.5,1.0
693,0.0,0.5,1.0
694,0.0,0.590909090909,0.0
695,0.5,0.655172413793,0.0
696,0.678571428571,0.416666666667,0.0
697,0.0,0.1,0.0
698,0.0,0.416666666667,0.0
699,0.5,0.285714285714,0.0
700,0.714285714286,0.375,0.0
701,0.52380952381,0.677419354839,0.0
702,0.538461538462,0.375,0.0
703,0.25,0.857142857143,0.0
704,0.0,0.9,0.0
705,0.4,0.444444444444,0.0
706,0.578947368421,0.421052631579,0.0
707,0.5,0.583333333333,0.0
708,0.47619047619,0.681818181818,0.0
709,0.75,0.767441860465,0.0
710,0.6,0.590909090909,0.0
711,0.45,0.6,0.0
712,0.25,0.666666666667,0.0
713,0.416666666667,0.588235294118,0.0
714,0.0,0.25,0.0
715,0.333333333333,0.666666666667,0.0
716,0.444444444444,0.461538461538,1.0
717,0.4,0.0,0.0
718,0.142857142857,0.708333333333,0.0
719,0.526315789474,0.533333333333,0.5
720,0.68,0.583333333333,0.0
721,0.6,0.434782608696,0.0
722,0.5,0.375,0.0
723,0.0,0.608695652174,0.0
724,0.5,0.651162790698,1.0
725,0.375,0.45,0.0
726,0.454545454545,0.470588235294,0.0
727,0.714285714286,0.478260869565,0.0
728,0.470588235294,0.655172413793,0.0
729,0.65625,0.444444444444,0.0
730,0.5,0.5,0.0
731,0.590909090909,0.655172413793,0.0
732,0.416666666667,0.1,0.0
733,0.285714285714,0.416666666667,0.0
734,0.677419354839,0.375,0.0
735,0.375,0.857142857143,0.0
736,0.444444444444,0.9,1.0
737,0.421052631579,0.583333333333,0.0
738,0.681818181818,0.767441860465,0.0
739,0.6,0.590909090909,1.0
740,0.666666666667,0.588235294118,0.0
741,0.666666666667,0.25,0.0
742,0.0,0.461538461538,0.0
743,0.533333333333,0.708333333333,0.0
744,0.434782608696,0.583333333333,0.0
745,0.375,0.608695652174,0.0
746,0.45,0.651162790698,1.0
747,0.478260869565,0.470588235294,0.0
748,0.444444444444,0.655172413793,1.0
749,0.5,0.655172413793,0.0
750,0.1,0.416666666667,0.0
751,0.375,0.857142857143,1.0
752,0.9,0.583333333333,0.0
753,0.590909090909,0.767441860465,0.0
754,0.25,0.588235294118,0.0
755,0.461538461538,0.708333333333,0.0
756,0.583333333333,0.608695652174,0.5
757,0.470588235294,0.651162790698,0.0
758,0.655172413793,0.655172413793,1.0
759,0.416666666667,0.857142857143,1.0
760,0.583333333333,0.767441860465,0.0
761,0.708333333333,0.588235294118,1.0
762,0.608695652174,0.651162790698,1.0
763,0.655172413793,0.857142857143,1.0
764,0.767441860465,0.588235294118,0.0
765,0.857142857143,0.651162790698,0.333333333333
766,0.588235294118,0.651162790698,0.5
767,0.666666666667,0.5,0.0
768,0.0,0.0,0.0
769,0.0,0.333333333333,0.0
770,0.0,0.666666666667,0.0
771,0.666666666667,1.0,0.0
772,0.0,0.0,0.0
773,0.0,0.8,0.0
774,0.5,0.333333333333,0.0
775,0.0,0.5,0.0
776,0.0,0.0,0.0
777,0.75,0.5,0.0
778,0.5,0.625,0.0
779,0.75,1.0,0.0
780,0.0,0.5,0.0
781,0.6,0.0,0.0
782,0.0,0.5,0.0
783,0.5,0.0,0.0
784,0.666666666667,0.333333333333,0.0
785,0.0,1.0,0.0
786,0.8,0.333333333333,0.0
787,0.0,0.5,0.0
788,0.625,0.5,0.0
789,0.5,1.0,0.0
790,0.0,0.5,0.0
791,0.333333333333,0.0,0.0
792,1.0,0.333333333333,0.0
793,0.5,0.5,0.0
794,1.0,0.5,0.0
795,0.0,0.333333333333,0.0
796,0.5,0.5,0.0
797,0.5,0.333333333333,1.0
798,0.0,0.5,0.0
799,0.0,0.0,0.0
800,0.0,0.5,0.0
801,0.0,0.6,0.0
802,0.0,0.666666666667,0.0
803,0.0,0.5,0.0
804,0.0,0.0,0.0
805,0.714285714286,0.75,1.0
806,0.625,0.333333333333,0.0
807,0.0,0.875,0.0
808,0.0,0.333333333333,0.0
809,0.0,0.6,0.0
810,0.75,0.5,0.0
811,0.0,0.0,0.0
812,0.0,0.0,0.0
813,0.0,0.8,0.0
814,0.0,0.5,0.0
815,0.5,0.6,0.0
816,0.666666666667,0.5,0.0
817,0.0,0.75,0.0
818,0.333333333333,0.875,0.0
819,0.6,0.333333333333,0.0
820,0.0,0.5,0.0
821,0.8,0.0,0.0
822,0.6,0.5,0.0
823,0.5,0.75,0.0
824,0.333333333333,0.875,1.0
825,0.0,0.5,0.0
826,0.5,0.75,0.0
827,0.875,0.5,0.0
828,0.5,0.75,0.0
829,0.0,0.5,0.0
830,0.0,0.0,0.0
831,0.0,0.666666666667,0.0
832,0.666666666667,0.4,0.0
833,0.0,0.666666666667,0.0
834,0.0,0.5,0.0
835,0.0,0.0,0.0
836,0.25,0.25,0.0
837,0.5,0.0,0.0
838,0.25,0.0,0.0
839,0.0,0.0,0.0
840,0.0,0.5,0.0
841,0.333333333333,0.714285714286,0.0
842,0.0,0.0,0.0
843,0.0,0.5,0.0
844,0.0,0.625,0.0
845,0.0,0.5,0.0
846,0.666666666667,0.4,0.0
847,0.5,0.666666666667,0.0
848,0.0,0.25,0.0
849,0.0,0.0,0.0
850,0.0,0.5,0.0
